x-axis,1,2
second,Volt,Volt
+119.70000E-03,+4.39560297E+00,+10.07732641E+00
+119.72500E-03,+4.37801503E+00,+10.07732641E+00
+119.75000E-03,+4.35791453E+00,+10.07511535E+00
+119.77500E-03,+4.35288940E+00,+10.04194953E+00
+119.80000E-03,+4.35791453E+00,+10.03973847E+00
+119.82500E-03,+4.33530146E+00,+10.05963797E+00
+119.85000E-03,+4.35791453E+00,+10.04194953E+00
+119.87500E-03,+4.33530146E+00,+10.00657264E+00
+119.90000E-03,+4.35540197E+00,+10.00657264E+00
+119.92500E-03,+4.35791453E+00,+10.02205003E+00
+119.95000E-03,+4.35791453E+00,+10.03973847E+00
+119.97500E-03,+4.33530146E+00,+10.02426108E+00
+120.00000E-03,+4.31771353E+00,+10.03752741E+00
+120.02500E-03,+4.35791453E+00,+10.02205003E+00
+120.05000E-03,+4.31771353E+00,+9.97340681E+00
+120.07500E-03,+4.33781403E+00,+10.02426108E+00
+120.10000E-03,+4.35540197E+00,+10.00657264E+00
+120.12500E-03,+4.35791453E+00,+9.98888420E+00
+120.15000E-03,+4.31771353E+00,+10.00657264E+00
+120.17500E-03,+4.31771353E+00,+10.00657264E+00
+120.20000E-03,+4.31771353E+00,+10.00657264E+00
+120.22500E-03,+4.31771353E+00,+10.00657264E+00
+120.25000E-03,+4.31771353E+00,+10.00657264E+00
+120.27500E-03,+4.31771353E+00,+9.98667314E+00
+120.30000E-03,+4.31771353E+00,+10.00657264E+00
+120.32500E-03,+4.31771353E+00,+9.96677365E+00
+120.35000E-03,+4.35540197E+00,+9.93581887E+00
+120.37500E-03,+4.31771353E+00,+9.97119576E+00
+120.40000E-03,+4.31771353E+00,+10.00436159E+00
+120.42500E-03,+4.29510046E+00,+9.97119576E+00
+120.45000E-03,+4.27751252E+00,+9.97119576E+00
+120.47500E-03,+4.29761302E+00,+9.97119576E+00
+120.50000E-03,+4.31771353E+00,+9.97119576E+00
+120.52500E-03,+4.31771353E+00,+9.97119576E+00
+120.55000E-03,+4.27751252E+00,+9.93581887E+00
+120.57500E-03,+4.29510046E+00,+9.97119576E+00
+120.60000E-03,+4.27751252E+00,+9.93581887E+00
+120.62500E-03,+4.27751252E+00,+9.97119576E+00
+120.65000E-03,+4.27751252E+00,+9.93581887E+00
+120.67500E-03,+4.27751252E+00,+9.95129626E+00
+120.70000E-03,+4.27751252E+00,+9.93581887E+00
+120.72500E-03,+4.29761302E+00,+9.93581887E+00
+120.75000E-03,+4.27751252E+00,+9.93581887E+00
+120.77500E-03,+4.29761302E+00,+9.93581887E+00
