x-axis,2
second,Volt
+119.70000E-03,+6.26201010E+00
+119.72500E-03,+6.36050256E+00
+119.75000E-03,+6.47306537E+00
+119.77500E-03,+6.26904527E+00
+119.80000E-03,+6.37457291E+00
+119.82500E-03,+6.26201010E+00
+119.85000E-03,+6.36050256E+00
+119.87500E-03,+6.37457291E+00
+119.90000E-03,+6.36050256E+00
+119.92500E-03,+6.26201010E+00
+119.95000E-03,+6.37457291E+00
+119.97500E-03,+6.26201010E+00
+120.00000E-03,+6.36050256E+00
+120.02500E-03,+6.26201010E+00
+120.05000E-03,+6.26201010E+00
+120.07500E-03,+6.36050256E+00
+120.10000E-03,+6.37457291E+00
+120.12500E-03,+6.37457291E+00
+120.15000E-03,+6.26201010E+00
+120.17500E-03,+6.26904527E+00
+120.20000E-03,+6.36050256E+00
+120.22500E-03,+6.26201010E+00
+120.25000E-03,+6.36050256E+00
+120.27500E-03,+6.36050256E+00
+120.30000E-03,+6.36050256E+00
+120.32500E-03,+6.26201010E+00
+120.35000E-03,+6.26904527E+00
+120.37500E-03,+6.15648246E+00
+120.40000E-03,+6.15648246E+00
+120.42500E-03,+6.26904527E+00
+120.45000E-03,+6.36050256E+00
+120.47500E-03,+6.26201010E+00
+120.50000E-03,+6.26904527E+00
+120.52500E-03,+6.26201010E+00
+120.55000E-03,+6.36050256E+00
+120.57500E-03,+6.26201010E+00
+120.60000E-03,+6.47306537E+00
+120.62500E-03,+6.26904527E+00
+120.65000E-03,+6.26201010E+00
+120.67500E-03,+6.26904527E+00
+120.70000E-03,+6.26904527E+00
+120.72500E-03,+6.26904527E+00
+120.75000E-03,+6.26904527E+00
+120.77500E-03,+6.36050256E+00
+120.80000E-03,+6.16351764E+00
+120.82500E-03,+6.26201010E+00
+120.85000E-03,+6.37457291E+00
+120.87500E-03,+6.26904527E+00
+120.90000E-03,+6.26201010E+00
+120.92500E-03,+6.26201010E+00
+120.95000E-03,+6.26201010E+00
+120.97500E-03,+6.26904527E+00
+121.00000E-03,+6.37457291E+00
+121.02500E-03,+6.36050256E+00
+121.05000E-03,+6.36050256E+00
+121.07500E-03,+6.37457291E+00
+121.10000E-03,+6.36050256E+00
+121.12500E-03,+6.35346738E+00
+121.15000E-03,+6.36050256E+00
+121.17500E-03,+6.37457291E+00
+121.20000E-03,+6.36050256E+00
+121.22500E-03,+6.37457291E+00
+121.25000E-03,+6.26201010E+00
+121.27500E-03,+6.16351764E+00
+121.30000E-03,+6.26904527E+00
+121.32500E-03,+6.36050256E+00
+121.35000E-03,+6.26201010E+00
+121.37500E-03,+6.26201010E+00
+121.40000E-03,+6.37457291E+00
+121.42500E-03,+6.26201010E+00
+121.45000E-03,+6.15648246E+00
+121.47500E-03,+6.26201010E+00
+121.50000E-03,+6.37457291E+00
+121.52500E-03,+6.26904527E+00
+121.55000E-03,+6.26904527E+00
+121.57500E-03,+6.26201010E+00
+121.60000E-03,+6.24793975E+00
+121.62500E-03,+6.36050256E+00
+121.65000E-03,+6.36050256E+00
+121.67500E-03,+6.35346738E+00
+121.70000E-03,+6.26201010E+00
+121.72500E-03,+6.36050256E+00
+121.75000E-03,+6.26201010E+00
+121.77500E-03,+6.24793975E+00
+121.80000E-03,+6.26904527E+00
+121.82500E-03,+6.26201010E+00
+121.85000E-03,+6.15648246E+00
+121.87500E-03,+6.26201010E+00
+121.90000E-03,+6.26201010E+00
+121.92500E-03,+6.26201010E+00
+121.95000E-03,+6.26904527E+00
+121.97500E-03,+6.36050256E+00
+122.00000E-03,+6.15648246E+00
+122.02500E-03,+6.26904527E+00
+122.05000E-03,+6.15648246E+00
+122.07500E-03,+6.26201010E+00
+122.10000E-03,+6.36050256E+00
+122.12500E-03,+6.26904527E+00
+122.15000E-03,+6.26904527E+00
+122.17500E-03,+6.26904527E+00
+122.20000E-03,+6.26201010E+00
+122.22500E-03,+6.26201010E+00
+122.25000E-03,+6.37457291E+00
+122.27500E-03,+6.26201010E+00
+122.30000E-03,+6.36050256E+00
+122.32500E-03,+6.26904527E+00
+122.35000E-03,+6.35346738E+00
+122.37500E-03,+6.26904527E+00
+122.40000E-03,+6.26904527E+00
+122.42500E-03,+6.26201010E+00
+122.45000E-03,+6.36050256E+00
+122.47500E-03,+6.36050256E+00
+122.50000E-03,+6.36050256E+00
+122.52500E-03,+6.37457291E+00
+122.55000E-03,+6.36050256E+00
+122.57500E-03,+6.26201010E+00
+122.60000E-03,+6.26904527E+00
+122.62500E-03,+6.46603020E+00
+122.65000E-03,+6.26904527E+00
+122.67500E-03,+6.35346738E+00
+122.70000E-03,+6.26201010E+00
+122.72500E-03,+6.26904527E+00
+122.75000E-03,+6.37457291E+00
+122.77500E-03,+6.36050256E+00
+122.80000E-03,+6.37457291E+00
+122.82500E-03,+6.26904527E+00
+122.85000E-03,+6.26904527E+00
+122.87500E-03,+6.16351764E+00
