x-axis,1,2
second,Volt,Volt
-33.20000E-03,,
-33.15000E-03,,
-33.10000E-03,-2.65087932E+00,-5.73795968E+00
-33.05000E-03,-2.66846726E+00,-5.72951747E+00
-33.00000E-03,-2.64836675E+00,-5.73916571E+00
-32.95000E-03,-2.64836675E+00,-5.72831144E+00
-32.90000E-03,-2.64836675E+00,-5.73795968E+00
-32.85000E-03,-2.68856776E+00,-5.71986923E+00
-32.80000E-03,-2.64836675E+00,-5.71986923E+00
-32.75000E-03,-2.64836675E+00,-5.72831144E+00
-32.70000E-03,-2.61067831E+00,-5.73916571E+00
-32.65000E-03,-2.62826625E+00,-5.74881395E+00
-32.60000E-03,-2.64836675E+00,-5.75725616E+00
-32.55000E-03,-2.64836675E+00,-5.73916571E+00
-32.50000E-03,-2.61067831E+00,-5.75725616E+00
-32.45000E-03,-2.60816575E+00,-5.73916571E+00
-32.40000E-03,-2.64836675E+00,-5.77655264E+00
-32.35000E-03,-2.59057781E+00,-5.75846219E+00
-32.30000E-03,-2.60816575E+00,-5.75846219E+00
-32.25000E-03,-2.60816575E+00,-5.74760792E+00
-32.20000E-03,-2.57047731E+00,-5.75846219E+00
-32.15000E-03,-2.56796474E+00,-5.74881395E+00
-32.10000E-03,-2.56796474E+00,-5.75846219E+00
-32.05000E-03,-2.59057781E+00,-5.74760792E+00
-32.00000E-03,-2.52776374E+00,-5.75846219E+00
-31.95000E-03,-2.55037680E+00,-5.74760792E+00
-31.90000E-03,-2.53027630E+00,-5.75846219E+00
-31.85000E-03,-2.56796474E+00,-5.76811043E+00
-31.80000E-03,-2.56796474E+00,-5.75846219E+00
-31.75000E-03,-2.55037680E+00,-5.74881395E+00
-31.70000E-03,-2.52776374E+00,-5.75846219E+00
-31.65000E-03,-2.52776374E+00,-5.74881395E+00
-31.60000E-03,-2.52776374E+00,-5.73916571E+00
-31.55000E-03,-2.48756273E+00,-5.75846219E+00
-31.50000E-03,-2.52776374E+00,-5.75846219E+00
-31.45000E-03,-2.50766324E+00,-5.74760792E+00
-31.40000E-03,-2.52776374E+00,-5.73916571E+00
-31.35000E-03,-2.52776374E+00,-5.74760792E+00
-31.30000E-03,-2.48756273E+00,-5.77655264E+00
-31.25000E-03,-2.50766324E+00,-5.75846219E+00
-31.20000E-03,-2.48756273E+00,-5.75846219E+00
-31.15000E-03,-2.48756273E+00,-5.75846219E+00
-31.10000E-03,-2.48756273E+00,-5.75846219E+00
-31.05000E-03,-2.46997480E+00,-5.74881395E+00
-31.00000E-03,-2.48756273E+00,-5.75846219E+00
